global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
413.1529572306487	n/a	170695.36606843024	n/a	408.9271723996302	n/a	167221.43232675688	n/a	420.53996899541386	n/a	n/a	176853.86552266366	423.9479449068914	404.07762805916326	n/a	n/a	n/a	n/a	-0.0093285942	0.0372546168	-0.084689394	0.0191883707	0.0352198318	-0.0906276663	-0.0684210772	0.0618941556	-0.0391615886	-0.1094356311	0.0838781872	-0.0012637426	0.1126393391	-0.0147506488	0.0054792106	-0.0550274702	0.0979784099	-0.2025495545	0.0193993813	-0.025443363	0.0615494965	-0.0189358236	-0.0149056469	0.0554030381	-0.1655031859	0.0635060845	-0.1069251366	0.0499567554	-0.074305971	0.0286647177	-0.0834518036	0.0686276462	-0.092022058	0.0847529375	-0.0727739661	0.070471534	-0.0389462567	-0.0935859659	0.0340466974	-0.132744864	-0.0674009922	0.1035169887	-0.0204834	0.0421142388	-0.0800784239	0.0357704074	-0.1207579239	0.1301044434	-0.0253504124	0.0411061148	-0.1907745164	-0.0529695016	0.0812448876	-0.0128903013	0.0743320209	-0.024767303	0.0473025211	-0.0021174608	0.1307665673	-0.0342182134	0.0111895095	-0.1655287883	0.0488584623	-0.0740376144	0.0008876351	-0.184410788	0.078931871	-0.0515152745	0.0796068674	0.0403691488	-0.1023718111	0.1620129895	-0.012984238	0.0085335189	-0.001325233	0.0021048027	-0.2131215641	0.0608818938	-0.0442569599	0.0459681135	-0.0882346336	0.0549851667	0.1121033721	-0.0462250119	0.0933789413	-0.0188375741	0.0332878713	-0.2257845668	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	-0.0982946842441379	n/a	0.0096618449506547	n/a	-0.0491732415229506	n/a	n/a	0.0024180076818744	0.1527730131028093	n/a	0.0233395935325111	n/a	0.0024190236725724	n/a	n/a	5.851675528465661e-06	0.0008751855957369	n/a	n/a	7.659498269853526e-07	-0.0023290634732304	n/a	n/a	5.424536662336053e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.09353624930407	-0.0594209813446582	170646.2696909551	0.0035308530239622	409.0023267223577	0.0751543227274851	167282.9032643022	0.0056481722246269	421.0090326858779	0.4690636904640541	0.220020745711758	177248.6056030986	424.7620459775456	382.1041284997869	1.637618	27.784176	0.1544518706198467	0.0853490751439918	-0.0311857407	-0.0319083219	0.0305695147	0.0171694751	0.0272976078	-0.0522442048	-0.0668340036	0.0202279762	-0.0242658144	-0.0465235158	0.0040670209	-0.0648267476	-0.0006885372	-0.0388275566	0.0234177396	-0.0122943809	0.0518741006	-0.2220948079	0.0018940938	-0.0007851854	0.0581382616	0.0652568264	-0.0447362248	0.0094579215	-0.0788472957	0.0586544813	-0.0862092174	-0.0542738472	-0.100751643	-0.0158854671	-0.0149413761	0.0731589048	0.0770114198	-0.0720645784	0.0224456849	-0.0009578024	-0.0257374609	-0.0537635072	0.0783417881	-0.0104817626	0.0379610361	0.0733956473	0.0262543556	0.0112153996	-0.0651376858	0.0463425618	-0.111221841	0.1536245587	0.0308551573	0.1332795856	-0.069331595	0.0325396666	-0.0042323938	0.0468038199	0.1756456171	0.0302422278	0.0823437942	-0.012233887	0.0854885994	-0.0508192039	-0.0029422149	-0.0052775998	0.0352719125	0.0670959257	0.0031529529	-0.1374791108	0.1384978248	-0.0191274098	0.0137293735	0.0022482174	-0.1840363498	0.1084372038	0.0433342566	-0.0578042311	0.0157458848	-0.0558515323	-0.1138282679	0.1029738208	0.0019684029	-0.0130000463	-0.0485891841	0.0615754824	0.1046735635	0.0099690482	0.1159319347	-0.1096748507	0.054058823	-0.1248892052	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	-0.102355948038479	-0.0040612637943411	0.0104767400988558	1.649386360722589e-05	-0.1210427595300984	-0.0718695180071478	0.0051652276185797	0.0146513496346612	0.1283247989892615	-0.0244482141135478	0.0164672540356343	0.0005977151733418	0.00204918767939	-0.0003698359931823	1.367786618532121e-07	4.1991701453637735e-06	0.0008187865565663	-5.639903917059998e-05	3.18085161936687e-09	6.704114252136989e-07	-0.0016738410114872	0.0006552224617431	4.2931647437281917e-07	2.8017437317364927e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.2818125648312	0.1882763155271618	170801.8565968723	0.0354479709884834	405.4249992978041	-3.577327424553573	164369.43005562446	12.7972715024631	421.5101784279636	0.5011457420856686	0.2511470548105955	177670.8305183737	424.67474043760143	399.3497905768527	1.589963	26.975641	0.216830316333119	0.1225100886517631	-0.0073824597	-0.0329838127	-0.0427681131	0.0524988532	0.0437205364	0.0076964749	-0.0399803526	0.152504219	0.0322264546	0.0259551961	0.1109190716	0.006724971	0.043092308	0.011341684	0.0136929186	0.0487714615	-0.0755348164	-0.1518166189	0.1166895522	0.0914927865	0.0277819041	-0.0460336921	-0.0051946359	0.0311354786	-0.0104585535	0.0900826397	0.0193049843	0.0255934383	-0.047496046	0.1669299541	-0.1186767179	0.1097575326	-0.0202814199	-0.0126585682	0.0328521729	-0.1217306957	0.0310894126	0.0143417006	-0.0467118395	-0.1032778963	-0.0047809959	0.0613410387	-0.0052303916	-0.0797285593	0.012044652	0.0924323698	-0.0611798652	0.0786906451	0.1840196068	0.0019365969	-0.0828757178	-0.0385086135	0.0401010615	0.0611238453	-0.0515852132	-0.0009238642	0.0379640612	0.1279873744	0.0997835059	0.0048920263	0.0675121849	0.0102102359	0.1229968068	-0.0630967379	0.0365197185	-0.2024773972	0.0387674612	-0.0361796658	0.0682071815	0.0510751689	-0.1288304698	0.0402952155	0.0020457009	0.0128737228	-0.0229613095	-0.0210934448	-0.210906608	0.1602352499	-0.0589625332	0.049359584	-0.1391498319	0.0224228449	0.0132308113	-0.013254946	0.1322701858	-0.0221860273	0.0267530899	-0.0758086902	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	-0.1073441036058113	-0.0049881555673323	0.0115227565789351	2.4881695963908223e-05	-0.0385927632136002	0.0824499963164981	0.0067980018925905	0.001489401372461	0.1730471569483	0.0447223579590385	0.0299453185278895	0.0020000893014163	0.0005261100703446	-0.0015230776090454	2.319765403175452e-06	2.76791806118e-07	0.0008036005907932	-1.518596577310008e-05	2.3061355646176712e-10	6.4577390952318e-07	-0.0015187084565007	0.0001551325549865	2.406610961663945e-08	2.3064753758467386e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.1199131085373	-0.1618994562939519	170668.06260680538	0.0262114339482772	407.8337895277959	2.40879022999178	166328.39988060252	5.802270372103853	421.2668161006764	-0.2433623272871727	0.0592252223426289	177465.73034760111	424.4555025677212	390.3491751489808	1.147409	19.467182	0.1552342161804461	0.0777180051496698	-0.0287968351	-0.0505460629	-0.0196165343	0.0055142999	0.0331958851	-0.0401537842	-0.0401303647	0.129629027	-0.0174653767	-0.0483785062	0.056395009	-0.0459060487	0.0598036239	-0.0197788525	0.0210776618	-0.0072636828	0.0024393879	-0.1234673445	0.0892104859	-0.0497772562	-0.0005281512	0.0081972702	-0.0314616508	0.0925352538	-0.058270874	0.1389850729	-0.0265345129	0.027565117	-0.0633222904	0.1374428714	-0.0342453308	0.0276726155	-0.072781045	0.0402808227	-0.0258269267	0.0212700107	-0.0199302156	-0.0472627429	0.0211180147	-0.0676650404	-0.0131447137	0.0567265301	-0.0532367225	-0.0468979898	-0.0436044715	0.0412218546	0.019534861	0.1314027137	0.0349449695	-0.0295635606	-0.1109352931	-0.0343896594	-0.0130385543	0.0455426293	-0.0381995924	-0.0159527996	0.0444185076	0.0750007556	0.1132348546	0.0365473078	0.0517550599	-0.1539546698	0.0052107204	-0.0209301955	0.014160463	-0.1473456979	0.0593282077	-0.0263343586	0.0344668197	0.0124800219	-0.0833289929	0.0603732866	0.0039984395	0.0066875164	0.0205056443	0.0021344936	-0.1307220358	0.0301079209	-0.0372790002	0.0071544725	-0.0673110665	0.0379338406	-0.0032841317	-0.0327572808	0.0376151054	-0.0732621941	0.0209601997	-0.0440144711	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	-0.0951942231491358	0.0121498804566755	0.0090619401209674	0.0001476195951115	-0.0730722443554867	-0.0344794811418865	0.0011888346198137	0.0053395528951479	0.1270771678641509	-0.045969989084149	0.0161486065923735	0.0021132398963967	0.0013843653781933	0.0008582553078487	7.366021734504669e-07	1.9164675003402786e-06	0.0005100177701085	-0.0002935828206847	8.619087260118472e-08	2.601181258264467e-07	-0.0014178492750794	0.0001008591814213	1.0172574476974726e-08	2.01029656684318e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.2791746318864	0.1592615233491301	170799.67618441326	0.0253642328194855	409.46636676180896	1.6325772340130698	167662.70550911623	2.665308425017765	420.4295288642973	-0.8372872363790975	0.7010499162033468	176760.988741055	424.104419802056	389.3791386964503	1.054269	17.886944	0.2572375729031217	0.135650955797792	-0.0203987267	-0.0513617614	0.0079558809	0.002568758	0.0222322719	-0.0364258941	-0.0623737247	-0.0005128381	-0.0359074788	-0.0578443068	0.0234606796	-0.0053967247	0.0518291234	-0.0329286579	0.0696620839	-0.0115833399	0.0836805763	-0.0234679523	-0.0190906166	0.1093411927	0.0173848547	0.0821199127	0.0397006999	0.056546281	-0.1052353245	0.0405563132	0.0006760801	0.0114945902	0.0670756451	-0.0460500546	0.0518337789	-0.0714130953	-0.0329159808	0.0493402793	-0.1346507901	0.0898714207	-0.0365708668	-0.0624633566	0.0138726956	-0.0075461232	0.0089789239	0.0561957495	-0.0516857993	-0.0239425234	-0.0262474022	-0.086435038	-0.0552184184	0.0360798267	0.05166339	0.1174734138	0.0009534821	-0.0669706966	0.0352486822	-0.0500593932	-0.0456739601	0.0122758755	0.0825017647	0.0433344041	-0.0386737744	0.0609594495	-0.0183908963	-0.093959218	-0.124305325	0.0694075973	0.0223850746	-0.0834462124	0.0099545151	0.0191017007	-0.0447383839	0.0159843241	0.0153521477	0.054614915	0.0051569463	0.00331063	0.0584956186	0.0398613188	-0.0331439943	-0.0571456983	0.0334867382	0.0616809712	0.0379630923	-0.0538834761	0.0560327528	0.0492258568	-0.0784824838	-0.0520161899	-0.0020643795	0.0277829101	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	-0.0903754934254834	0.0048187297236523	0.0081677298118995	2.3220156149611092e-05	-0.038212538472564	0.0348597058829227	0.0012151990942438	0.0014601980965171	0.0091747445876393	-0.1179024232765116	8.417593824841664e-05	0.0139009814144737	0.0004980834283796	-0.0008862819498137	7.854956945655739e-07	2.480871016263761e-07	0.0004419051344086	-6.811263569989995e-05	4.639331141987285e-09	1.9528014781668285e-07	-0.0003791095801923	0.0010387396948871	1.0789801537341455e-06	1.4372407379358196e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
412.8679333160207	-0.4112413158657091	170459.93036064212	0.1691194198749599	406.2592207064295	-3.2071460553794395	165046.5544089954	10.2857858205359	421.4433028757029	1.013774011405587	1.027737746201376	177614.45753878143	424.642832955376	382.7611902049376	1.039116	17.629866	0.1541324343564129	0.0778211733136383	-0.0202385325	-0.0373434033	0.0773878879	-0.0468291512	0.0498557739	-0.0170542606	-0.0483055018	0.0084834738	0.0230067018	0.005362012	0.0203726457	-0.0632464781	0.0313199299	-0.0018894143	0.0101226134	0.1559242304	-0.0744608768	-0.0514693	0.0081893683	0.0764486922	0.041994286	0.0195841995	0.0781438949	0.0967516924	0.038245498	0.0698513531	0.1089865979	-0.0331655754	0.0076419143	0.0143157212	0.0008645858	-0.0235988054	0.0148653969	0.0122906351	0.2429185191	0.0413348428	0.021322446	-0.0114573448	0.0292661967	0.0017625735	0.0384315256	0.0110471166	-0.0429371642	-0.1268491868	0.130681773	0.0271262169	-0.0640332399	0.0316650251	0.0792794748	0.0264764825	0.0488924621	-0.0828253965	0.022801948	0.1047271789	-0.0326179256	0.046612857	-0.007337372	0.0761550967	-0.0150592242	0.0809181546	-0.0427001712	0.0409971204	-0.0595147634	0.187119627	0.0194064934	-0.0794918149	0.0042309937	0.0014012875	0.0004153103	-0.023389332	0.0411329776	-0.0292724988	0.013300909	-0.0034815802	0.0642322852	0.0100763375	-0.0272063159	-0.0155549351	-0.0097063057	0.0018020551	-0.0306839839	-0.0028999523	-0.0034286058	0.0632605479	-0.0040525615	-0.0251364153	-0.0669447061	0.0063553686	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	-0.0650233966720605	0.0253520967534228	0.0042280421147721	0.0006427288097949	-0.0517913189108156	-0.0135787804382516	0.0001843832781902	0.0026823407145218	0.0692555394703191	0.0600807948826798	0.0047963297473249	0.0036097019137346	6.097673467981213e-05	-0.0004371066936997	1.9106226167716019e-07	3.718162172212203e-09	-9.151552526498465e-05	-0.0005334206596735	2.845376001666023e-07	8.375091364526043e-09	-0.0005109974724601	-0.0001318878922678	1.7394416126842827e-08	2.611184168606107e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.2144970421551	0.3465637261343772	170746.2205658012	0.1201064162721436	408.36422583707576	2.105005130646248	166761.34094351422	4.4310466000470266	420.8848028866844	-0.5584999890185145	0.3119222377336808	177144.01730096317	424.0588659692983	393.4579502794374	1.193575	20.250446	0.0872476255215991	0.039711542261238	-0.0240110885	0.0170901652	0.0225356299	-0.0265001672	0.0265147406	-0.0315750778	-0.0369334296	-0.0037924257	-0.0139365084	-0.0223274341	0.0233673006	-0.015969554	0.1092842271	-0.0335905262	0.0429279036	0.0154324974	0.0026761168	-0.0522153148	-0.0275832733	0.0158131566	-0.0083840078	0.0328412091	-0.0005835956	-0.0228034504	-0.0104226168	0.0569314318	-0.0024147301	-0.0858420835	0.0748675846	0.0511843075	0.0488747551	-0.0147784766	-0.0058492073	-0.0334150223	0.0442681967	-0.067658075	-0.0153515768	-0.0192582476	1.79145e-05	-0.0271953317	-0.0127753365	0.0620774323	-0.1127274806	-0.0446834224	0.0119079634	0.0271279842	-0.0017952657	0.0514946361	-0.0393901128	0.0366813526	0.011400847	0.0205595217	0.0117200893	0.0415155681	-0.0782879958	-0.0074128333	0.0244517345	0.0772634865	-0.0231673613	0.0440782789	0.0177043935	0.0191228797	-0.0630484469	-0.0300890136	0.0168480974	-0.0809210043	-0.0187926181	0.0093779702	0.0305716308	-0.0087257814	0.0356100393	-0.0501076342	-0.0179135623	0.0564550102	0.0373856519	0.0080575641	-0.0542163365	-0.0438626983	0.0407401682	0.001656436	0.0393538249	0.0310480976	-0.1340154184	0.0289381997	-0.1187449494	0.0058442005	-0.1097875223	0.0489500382	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	-0.0902849604483861	-0.0252615637763256	0.0081513740831666	0.0006381466044253	-0.0382144480808221	0.0135768708299935	0.0001843314215343	0.0014603440421218	0.0625974505637856	-0.0066580889065334	0.0039184408170855	4.433014788730437e-05	0.0004089987123787	0.0003480219776988	1.211192969614452e-07	1.6727994672743458e-07	-2.601841042926268e-05	6.549711483572196e-05	4.2898720518037505e-09	6.769576812655648e-10	-8.949452481977929e-05	0.0004215029476403	1.77664734869479e-07	8.009269972718092e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413.2086310431097	-0.0058659990453975	170741.37276852076	3.440994480060473e-05	411.23850545457975	2.874279617503987	169117.10836851643	8.261483319598867	420.27448426884496	-0.6103186178394253	0.3724888152814264	176630.6421274436	423.5899630198713	393.9656468818799	1.081782	18.353746	0.0772540020388063	0.0414367204906347	-0.0143933935	0.0441821681	0.0388693345	-0.0389458746	0.0034882595	-0.0690577906	-0.0539047023	-0.0114476031	-0.0677795729	-0.0885602544	0.0351937624	-0.0240887573	0.0419557143	-0.0581702343	0.0266949835	0.0022219722	0.0751818976	-0.0829202755	0.0091069129	-0.0488457793	-0.0102751052	0.0008084749	0.0033533631	0.0266950758	-0.037487858	0.0507266406	-0.0076638722	-0.0024177642	0.0457887561	0.0903547639	0.0488814142	-0.0215544481	0.0977549882	0.0137447904	-0.0899118722	-0.0720881392	-0.0683336804	-0.0680976357	0.0590899409	-0.0488107189	0.0237203973	0.0361229668	-0.0612339062	0.0132786521	-0.0431657576	-0.0045517228	-0.0376352288	0.0460287115	-0.0538416174	-0.0042619675	-0.1295154339	-0.0362652492	0.0130000901	0.0792041902	0.0067212379	-0.0168723315	-0.0328537237	0.0188536503	-0.0182146428	-0.0441812464	-0.0046360247	0.0462542701	-0.0531892981	-0.2114097255	0.0257124898	-0.0976742524	0.0677441734	0.0057082019	-0.0087089814	-0.0046981296	-0.0495129787	0.0381428268	0.0142428107	0.0102948313	0.054527878	0.005110871	0.0114759211	-0.0608594506	0.0357362678	-0.0051581646	-0.0243064499	0.0207314255	0.0595097291	0.0259399242	-0.1574799221	0.032623615	-0.0221612922	0.0873508525	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	-0.1082108450972043	-0.0179258846488181	0.0117095869966511	0.0003213373404427	-0.0672061929742255	-0.0289917448934034	0.0008405212719641	0.0045166723740888	0.0742047504443874	0.0116072998806018	0.0055063449885138	0.0001347294105182	0.0004089938751294	-4.837249300009179e-09	2.3398980790439293e-17	1.6727598989336325e-07	-2.6094877617399703e-05	-7.64671881370237e-08	5.847230861582976e-15	6.809426378670681e-10	-0.000463994672702	-0.0003745001478822	1.402503607638052e-07	2.152910562958361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
412.3491714328842	-0.8594596102254854	170031.8391813861	0.7386708216089434	406.829867192894	-4.408638261685724	165510.54084018778	19.43609132239932	420.94255382234456	0.6680695534996062	0.4463169283131631	177192.63361847744	424.35359635411714	400.832048315358	1.367091	23.194357	0.1028943727519278	0.0530895022592546	-0.038168681	-0.0531812113	-0.103971646	0.0456561752	0.0549659884	-0.0394793334	-0.0423913995	0.067792171	-0.0228626208	-0.0406321019	0.062270888	-0.0230229563	-0.074658717	-0.0764826196	-0.035306251	0.0112463208	0.0441697442	-0.1380895261	0.0341961213	0.0539378859	-0.0340938892	0.0374717322	-0.0312673754	-0.0239742934	0.0353641781	0.0056439269	0.0517325357	-0.0815867241	0.0659796189	0.0433234851	0.0659382546	0.0848138542	-0.0031200714	-0.0696509528	-0.0362316012	-0.0010502952	-0.0207032257	-0.0476221902	0.0086851521	-0.0180936899	0.1037586764	0.0503416708	0.0530700734	-0.0595331622	-0.0866754995	0.018086326	-0.019798254	0.0638362862	0.0405135214	0.0935819621	-0.0255067069	0.0373462552	-0.0169015557	0.1259654057	-0.00645004	0.0240855357	-0.0329020028	0.0404104078	-0.0955762199	0.0049167276	-0.0188219434	0.0849170963	0.0809414811	0.0265597887	0.0252825341	-0.0871928807	0.1001738627	0.0214328718	-0.0151542965	-0.0446361006	-0.0753614828	0.014443712	-0.0251274436	-0.0740657935	-0.0148437533	0.0089258731	0.0406220028	0.0054997295	0.0409551872	-0.008642289	0.0260316201	0.0176470684	-0.0535447397	0.0282775052	-0.0198185432	0.0497660187	0.0368321342	0.0977649357	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	-0.0881072696716103	0.020103575425594	0.0077628909689858	0.0004041537448925	-0.1002930026328385	-0.0330868096586129	0.0010947369733852	0.0100586863771105	0.1036549905415924	0.0294502400972049	0.0107443570641776	0.000867316641783	9.099281991306032e-05	-0.0003180010552163	1.0112467111870552e-07	8.279693275730627e-09	-2.6025049473021863e-05	6.982814437784042e-08	4.875969747252525e-15	6.773032000732356e-10	-0.0005509987407516	-8.700406804959993e-05	7.569707857179415e-09	3.0359961230984885e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
411.7142334747593	-0.6349379581249082	169508.6100457086	0.4031462106678276	403.4116349858084	-3.418232207085623	162740.9472419231	11.68431142155745	419.99205645744	-0.9504973649045496	0.9034452406904926	176393.32748734948	423.05535387113446	380.5195944556518	1.64853	27.969303	0.0475437470125456	0.0262780198379735	-0.0880387132	-0.0232967363	0.0844349762	-0.0240005648	0.0932307056	-0.0120134941	-0.0639526721	0.0809894194	-0.0438402298	-0.0883836187	0.0246407975	0.0032869407	-0.007716152	-0.1220414648	0.0491551951	0.0483859426	0.0629159771	-0.0017736278	-0.0540587309	0.0197933131	-0.0093473974	-0.0194230637	0.0228491613	0.0474492082	-0.0403082056	0.0014478757	0.0825365675	0.0476083768	0.0057032319	0.0874921102	0.0687248155	-0.0320993334	0.0276849095	0.0335720503	0.0376525097	-0.0193836836	-0.0429797842	-0.0820518722	-0.0019544675	-0.0046669749	0.0850174961	0.0367639954	-0.0929194872	-0.0332207076	-0.0337353829	-0.0241547447	-0.0282830562	-0.0140896588	-0.0457205462	0.0166631583	-0.0475378025	-0.0695218102	0.0240984323	-0.0029972914	-0.0938386553	0.053314022	-0.0861122111	0.1483227987	-0.0073489346	0.0169172985	-0.0381550948	-0.0165905869	-0.0868645592	-0.0182448898	0.0282764566	-0.0970917593	0.0939226723	0.0319616072	0.0096943758	-0.0207413319	0.0141096914	0.0144939005	0.0471430603	0.0002100527	0.0557123504	-0.0439214635	0.0307652792	-0.0471563817	0.0589487666	-0.0023688678	0.0263281631	0.0381422554	-0.0394601519	-0.0421181995	-0.0552647143	-0.0267981178	-0.0478578273	0.0488112795	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	-0.0881098579247492	-2.5882531388965457e-06	0.0077633470635194	6.699054311007822e-12	-0.081333306688677	0.0189596959441614	0.000359470070295	0.0066151067769143	0.1135330937849588	0.0098781032433663	0.0128897633843842	9.757692368660572e-05	0.0003779934655181	0.000287000645605	8.236937057770959e-08	1.4287905997438305e-07	-2.608767092215913e-05	-6.262144913726786e-08	3.9214458920514255e-15	6.805665741428671e-10	-0.0004639948163682	8.700392438339995e-05	7.569682858112377e-09	2.1529118961655967e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
