global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50
716.597213803763	n/a	n/a	513511.566831316	660.4063887451634	n/a	436136.5982954279	n/a	749.7048742808993	n/a	562057.3985205389	n/a	753.4108346935758	706.5017090324883	n/a	n/a	n/a	n/a	-0.0206338327	-0.0092161339	-0.017335055	-0.0549247779	0.0230274726	-0.0383492093	-0.0842815313	0.020374029	-0.0070083864	-0.0074932286	0.0382509834	-0.0530655471	0.0452861398	-0.0240696875	0.0083278698	-0.0506925384	0.0116319647	-0.0791721108	0.0747657682	-0.0140660554	0.0883607702	-0.1188724884	0.0626577585	0.1040343421	-0.0509724086	0.0400791125	-0.0049867303	-0.0029166936	0.0249363287	-0.0635606006	0.04477563	-0.0321907014	0.0016922469	-0.0351117343	0.0155250869	-0.0032613251	0.1076912384	-0.0236261803	0.0010889929	0.0463420993	-0.1325284013	-0.1254544914	0.0728278403	-0.0823203275	0.0180991459	0.0301044736	-0.0256052257	0.0624187411	-0.1055656018	0.0585719063	-0.0706799598	0.1203616034	-0.0334560146	0.0157363146	-0.1397767502	0.0986274745	-0.0642614811	0.0390975808	-0.0138402062	0.0498154832	-0.0511409327	0.0350678644	-0.0219481145	0.0024753991	-0.0620216302	0.0662738202	-0.01107601	0.0397266771	-0.0129687493	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	0.031036429946738	n/a	n/a	0.0009632599838387	0.0186352305644135	n/a	n/a	0.0003472718181888	0.1808427184556649	n/a	0.0327040888184348	n/a	0.0036538587047172	n/a	n/a	1.3350683434037654e-05	-0.0037771466321736	n/a	1.4266836680940368e-05	n/a	-0.0006156029173535	n/a	n/a	3.789669518541402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.3279054900394	-0.2693083137236272	0.0725269678406636	513125.6681837468	659.9419285022851	-0.4644602428783173	435523.3489953152	0.2157233172145855	751.555863092816	1.85098881191675	564836.2153491876	3.4261595818409813	755.0643110225338	700.4170406719586	1.051558	19.744429	0.0735603904120947	0.0596988257197341	-0.0202386198	-0.0072191073	-0.0360803382	-0.0103519523	0.0434889093	-0.0527821077	-0.0085278198	0.0507360684	-0.0059083915	0.0161545053	0.0080532366	-0.0177830013	0.0545299408	-0.0820548686	-0.0459463489	-0.0865176947	0.0291820552	-0.0557184717	0.0352928098	0.0278469289	0.1505300885	-0.0858260697	0.0419511168	0.0049737453	0.0160733863	0.0441732171	-0.0029639343	0.0198012589	0.0061744759	-0.0358807158	0.0344304651	-0.0800060785	0.0444093454	-0.0727391253	0.0637371623	-0.0532160149	0.0691386734	0.050651713	-0.0282928483	0.0502649849	-0.1171907319	-0.1068022711	0.0124675524	-0.0242751007	0.0698193432	0.0268688064	-0.0414286935	0.0724112564	-0.0912774896	0.1003975129	-0.0728540965	0.1343288787	-0.0398328241	0.0129598853	-0.1374731652	0.0703066014	-0.0695609549	0.0025673444	0.0695945339	0.0199268016	0.0163145087	0.0720959906	0.0017171956	-0.0191743704	0.0130770201	0.0619437565	0.0049561773	-0.0596333242	0.0121689157	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	0.0353296510039342	0.0042932210571961	1.843174704595282e-05	0.0012481842400597	0.0225555010683251	0.0039202705039116	1.536852082383931e-05	0.0005087506284432	0.1839780649139868	0.0031353464583218	0.0338479283694951	9.830397413711629e-06	0.0048053518894158	0.0011514931846986	1.3259365544073245e-06	2.3091406781112e-05	-0.0038650017332027	-8.785510102909998e-05	1.4938238397659874e-05	7.718518776833364e-09	-0.0006107201552279	4.8827621256000405e-06	2.3841365975194222e-11	3.729791080015903e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.0102450345087	-0.3176604555306994	0.1009081650079714	512670.6709943772	659.4536679712209	-0.4882605310642702	434879.1402006972	0.2383983461951632	750.9296504732163	-0.6262126195997553	563895.3399598268	0.3921422449459878	754.3669322148668	708.4630002872364	1.027875	19.299753	0.208635838141943	0.1290763014239371	-0.0264258941	-0.0234727892	-0.0451261783	-0.0177508245	-0.0037928765	-0.0285197742	-0.0057034299	-0.0547962343	0.0055072337	0.0138590041	0.0223378575	-0.0185981934	0.0248599002	-0.0039975481	0.0555847026	-0.0733646158	0.0613448118	0.0371279837	-0.0319432855	0.0194265073	0.0951560953	-0.1030990427	0.0326370487	0.0228372584	-0.0510900438	0.0322988202	0.0078240065	0.0185644729	0.0205949879	-0.0225854622	0.023817232	0.0099132832	-0.0398736511	-0.0721030987	0.0740852494	0.0247774025	-0.0358762722	0.0212191324	0.0002384422	0.025274577	-0.1083269744	-0.0795672597	0.0326673918	-0.0231766873	0.0188504966	0.039710987	-0.0357962481	0.0665249166	-0.0762167246	0.0858925142	-0.0811999319	0.1315560673	-0.0042505009	0.0291866511	-0.0851368017	0.0725423539	-0.0430902899	0.0462293361	0.0480334333	0.0920446208	-0.0529343347	-0.0175141032	0.0541232486	-0.0515102199	0.0234279269	0.0311484124	0.0439802991	0.0095492021	-0.0056948081	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	0.0364862225290636	0.0011565715251294	1.337657692740147e-06	0.0013312444344403	0.0736427442398905	0.0510872431715654	0.0026099064148706	0.0054232537791819	0.24571343875769	0.0617353738437032	0.060375093986129	0.0038112563836217	0.003272702458446	-0.0015326494309697	2.349014278252052e-06	1.0710581381518491e-05	-0.0036712437108752	0.0001937580223274	1.347803038464071e-05	3.7542171216263874e-08	-0.0004439946164943	0.0001667255387336	2.7797405266009156e-08	1.9713121947592054e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.4235070594675	0.4132620249588399	0.1707855012730808	513262.6414673869	664.7348744363496	5.281206465128776	441872.4532919095	27.891141727317976	752.7129026140485	1.7832521408322464	566576.7137616661	3.17998819778279	756.5385542997723	710.0175529806463	1.004689	18.86441	0.2104059456038333	0.0993224154320256	-0.0236871	-0.0305259182	-0.0306380911	-0.0412898195	-0.0346603333	-0.0400836118	-0.0177744168	0.0272112678	-0.0198379941	0.0561919557	-0.0537537933	-0.0167921019	0.0356563469	0.002217508	-0.0006378533	-0.1020938658	0.0559964163	-0.0228251761	-0.0289767961	0.0306987099	0.1420741129	-0.1024870518	0.0292583287	-0.0265003507	-0.0153807384	0.0332162833	-0.0181492123	0.0549923287	-0.055410295	-0.0283640895	0.0320236023	-0.0080058731	0.0160491668	-0.0823019427	0.0615476977	-0.0168574266	-0.0008286562	0.0469689352	0.0024650417	0.0785569995	-0.1584381119	-0.0880019728	0.0060201406	0.0046662715	0.0732744229	0.0454466156	-0.0322003832	0.0601153254	-0.099974094	0.0382712399	-0.0573301776	0.0964168583	-0.0260459239	0.0003221824	-0.1203998391	0.0301862321	-0.037992441	0.0288824155	-0.0051643695	0.0213484568	-0.1013389772	-0.0172387478	0.0115534576	-0.028515806	-0.0116126023	-0.0037124948	-0.0807959176	0.0034018911	0.003050159	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	0.0354097236294848	-0.0010764988995787	1.1588498807943578e-06	0.0012538485275164	-0.009770420929783	-0.0834131651696735	0.0069577561236232	9.546112514514173e-05	0.1969663040888889	-0.048747134668801	0.0387957249464366	0.0023762831384182	0.0024111473477849	-0.0008615551106611	7.422772087062603e-07	5.813631532730158e-06	-0.0032092788045992	0.000461964906276	1.0299470445649671e-05	2.134115746305935e-07	-0.0002241316961158	0.0002198629203785	4.833970375736264e-08	5.0235017203745327e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.2529756617826	-0.1705313976849538	0.0290809575963838	513018.3251443581	660.8187027338779	-3.916171702471729	436681.35788288526	15.336400803240322	752.6088404277015	-0.1040621863470505	566420.0666899295	0.0108289386273282	756.471368493418	695.9699331060186	1.110634	20.853662	0.0674283378278499	0.0301279017835187	-0.0213953704	-0.0413612484	-0.0282239448	-0.0614353282	-0.0385025745	0.0117383129	-0.0941496059	0.0947895626	0.0030290202	0.0418114974	-0.0611809849	-0.0136377466	0.0770563753	0.0340416909	-0.0343758597	-0.0713502573	0.0303841407	-0.0715504858	0.0160514592	0.0936025188	0.0877283795	-0.0723552064	0.0877423503	0.1062832045	0.0212773892	0.0106767507	0.004322924	0.0455862645	-0.0650751127	-0.0144181148	0.076143084	0.0209980912	0.0302880553	-0.0596615529	0.0437351353	-0.0642874874	0.0865568258	0.0486314251	0.0427198401	0.0936406649	-0.0986026267	-0.0436577139	0.0558320838	-0.096396622	0.0058327017	0.0482881354	-0.0315522898	0.0473379827	-0.0902028718	0.0482937378	-0.0689466202	0.1307785842	0.0054550398	0.0059575544	-0.1209371874	0.0669602489	-0.0493887509	0.0423902926	-0.0095448751	-0.0122922953	-0.0490474827	0.0086055382	-0.0121548261	-0.0401447204	-0.0460326859	0.0650482575	0.0079815238	0.0856258727	0.0033621116	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	0.0250607952006447	-0.0103489284288401	0.0001071003196252	0.0006280434560886	0.008561083626347	0.01833150455613	0.0003360440592914	7.329215285730669e-05	0.2186110493651938	0.0216447452763048	0.0477907909045512	0.0004684949980761	0.0026390532747517	0.0002279059269667	5.194111154659629e-08	6.964602186977671e-06	-0.0032683793938321	-5.910058923289975e-05	1.0682303862026283e-05	3.4928796476759462e-09	-0.0002791883712476	-5.505667513179996e-05	3.0312374765685603e-09	7.794614663988772e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.2154187536713	-2.0375569081112417	4.151638153791843	510103.6643854821	659.6450320229386	-1.173670710939291	435131.5682725437	1.3775029377167407	751.9374761430043	-0.6713642846971197	565409.9680283113	0.4507300027668752	756.0414454142252	704.4310133375564	1.068809	20.068354	0.1382905513660229	0.0759040084068226	-0.0293670729	-0.0794867794	-0.0526069493	-0.0419636969	-0.0178411947	0.0264541227	-0.0895567092	0.1134439833	0.0132089708	0.0755885412	-0.0088362674	-0.0507393323	0.015177929	0.0063651763	-0.0323575221	-0.0233782621	0.0255776994	-0.0555029857	-0.0256345157	0.0701149082	0.013857887	-0.0648658019	0.0751000072	-0.0126957745	0.064756059	0.0628089347	0.0144484391	0.0753812272	-0.0095483984	-0.053082942	0.0081665711	-0.0052311563	0.0201858351	-0.021884518	0.0324284476	-0.0437573796	0.0391821342	0.0445852589	0.0676304156	0.0432882088	-0.0985799972	0.0003256758	-0.0533031009	-0.0436804733	0.0839817638	0.0693971217	-0.0519974692	0.0456594052	-0.0805477526	0.0383332699	-0.0462830593	0.1276757646	0.0273088318	-0.0127001586	-0.0911815646	0.0453282764	-0.0174960079	0.0188612002	-0.0272870398	-0.0112448373	-0.0589589077	-0.0374946615	0.0109213565	0.0397367147	-0.0083246351	0.0197038022	0.0404181062	-0.0562308453	-0.0116494015	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	0.034757882891057	0.0096970876904123	9.403350967554584e-05	0.0012081104230684	0.031436693439943	0.022875609813596	0.0005232935243438	0.0009882656944369	0.2594912561619935	0.0408802067967996	0.0673357120245293	0.0016711913077491	0.0019306281566452	-0.0007084251181064	5.018661479642081e-07	3.7273250792312433e-06	-0.0026817747659542	0.0005866046278779	7.191915895308703e-06	3.441049894477695e-07	-0.0002809115665675	-1.7231953199000347e-06	2.969402110525383e-12	7.891130823140698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.0446146379666	-0.1708041157047546	0.0291740459416832	509859.7116934822	653.4903894771229	-6.154642545815705	427049.6891389618	37.879624866764814	751.5948037949819	-0.3426723480224609	564894.7490916173	0.1174243380992265	755.1620867797426	696.1753992957038	0.902279	16.941511	0.1863084532439824	0.0949636360600242	-0.0284721027	-0.0846358705	-0.0793339342	0.0135017052	0.0232357817	0.0455176475	-0.0626091201	0.0375670441	0.0047729437	0.0679921747	-0.0267437821	-0.0638616054	0.0582212059	0.0231649083	0.0326341907	-0.0005663051	0.0571719463	-0.0086194272	-0.0224082801	0.1007863273	0.0169249118	-0.0512195543	0.1159037519	-0.011746907	0.04220839	0.0799746275	0.007976873	0.0696562673	-0.0232386442	-0.0614639488	0.052952732	0.0305541257	-0.039661328	-0.0076991293	0.0670120959	-0.0385872503	0.0260888523	0.0222053822	0.0866688941	0.040551775	-0.0769236039	-0.0200368993	-0.0762498489	-0.0841099577	0.0032212394	0.0711752893	-0.0526306954	0.0520340737	-0.0757497367	0.0075219097	-0.0595298786	0.1094406658	0.028886119	-0.0160495688	-0.0734934608	0.0244086987	0.008865182	0.0299958533	0.0225052962	-0.0221928918	-0.0023093823	-0.0036035607	-0.0113603118	-0.0491571674	-0.0759487102	0.0086336564	0.0405644224	-0.0394228629	-0.0114967677	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	0.0445260699970333	0.0097681871059762	9.541747933736154e-05	0.0019825709093807	-0.0318202846123796	-0.0632569780523226	0.004001445272312	0.0010125305128128	0.287939728877717	0.0284484727157235	0.0829092874661731	0.0008093155998572	0.0017026021276832	-0.000228026028962	5.199586988417886e-08	2.89885400519136e-06	-0.0016178939688598	0.0010638807970944	2.617580894472915e-06	1.1318423504262158e-06	0.0001238779147753	0.0004047894813428	1.6385452420577302e-07	1.5345737769076488e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.0960057703561	-0.94860886761046	0.8998587837091993	508505.91344563576	651.7278981714537	-1.7624913056691869	424749.2532549807	3.106375602559474	750.5293232448518	-1.0654805501301323	563294.2650503751	1.1352488027056098	754.019157522844	700.3082823830682	0.867882	16.295675	0.2055260634178571	0.1246723178452718	-0.037997965	-0.1116076044	-0.1030094361	0.0207702479	0.0305288013	0.0826930917	-0.0355087671	0.0146403032	-0.0027562846	0.0815332684	0.0110639898	-0.1041876135	-0.0228461363	0.0035889482	0.0280306146	-0.0063586744	0.0431356591	0.0169794269	-0.0172298379	0.1265802268	-0.0497863349	-0.0401023437	0.0205804702	-0.0243559398	0.071637934	0.1156856666	-0.0020791497	0.0808110209	0.0141807833	-0.0997796254	-0.0250645698	0.0148275839	-0.0599564382	-0.0088291144	0.0544202818	-0.0570091943	0.0010778366	0.0337371743	0.0876289436	-0.0201396417	-0.0332127898	0.0347870132	-0.0744576717	-0.0939501439	0.0383945533	0.0898386593	-0.0835149674	0.0496795487	-0.0408162614	0.0254883774	-0.0307150926	0.1150223594	0.0395993043	-0.0155891041	-0.0142836325	-0.0023605347	-0.0372860021	0.0151484537	0.0333624026	-0.0064822818	0.0160090421	-0.0218541515	0.0452923523	0.0103227728	0.0257788394	-0.045038161	0.0985419531	-0.0931212273	-0.0425406433	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	0.0425448635761682	-0.001981206420865	3.925178882077096e-06	0.0018100654167147	0.047752087832265	0.0795723724446446	0.0063317624564692	0.0022802618923403	0.3531972387249595	0.0652575098472424	0.124748289442936	0.0042585425914629	0.0008180809918399	-0.0008845211358433	7.823776397535216e-07	6.692565092097546e-07	-0.0013299495679457	0.000287944400914	1.768765853278954e-06	8.29119780177799e-08	0.0001220439574306	-1.833957344699996e-06	3.363399542179059e-12	1.4894727545322104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.0934763925542	0.9974706221980796	0.994947642148224	509929.49302640336	655.772512829665	4.044614658211231	430037.58858293307	16.358907733417148	751.6060005369641	1.076677292112322	564911.5800431708	1.1592339913503222	755.2623550122113	701.6266611064876	1.056725	19.841446	0.1610332490144951	0.0978377888096928	-0.0330960289	-0.0954747295	-0.0836076125	0.0110519547	-0.0009524702	0.0528423009	-0.0225035646	-0.024472263	0.0521078815	0.1051194382	-0.0033921798	-0.0419040056	0.0151518425	-0.0729428919	0.0650072353	0.0301401754	0.0694968334	0.022805948	-0.0058063582	0.1001660015	0.0048154771	-0.1531983401	-0.0071501775	-0.0544457361	0.0351602124	0.0871453141	0.05315753	0.1016916747	0.0011262231	-0.0269648464	0.0043629516	-0.0360199858	-0.0938567856	0.0229043442	0.0963494419	-0.0105551148	-0.0283365385	0.0820961113	0.0544830287	-0.087848141	-0.0998368163	-0.0213711996	-0.0063864708	-0.013936186	0.0311032839	0.0808862991	-0.0656405221	0.0382872925	-0.0241376768	0.0387958394	-0.0753131848	0.1018608429	-0.0063026721	-0.0164756238	-0.0737354919	-0.0025993619	0.0308701019	0.0266844579	0.0493034273	0.0393836075	0.0279426588	0.0041597904	0.0253794406	-0.0852247312	0.000125611	-0.0197074941	0.109748262	-0.0137979334	-0.026715901	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	0.037255517685665	-0.0052893458905032	2.797717994938309e-05	0.0013879735980268	-0.0276012266440233	-0.0753533144762882	0.0056781220025623	0.0007618277122547	0.3309967942238359	-0.0222004445011236	0.1095588777864563	0.0004928597360474	0.0015441089540496	0.0007260279622096	5.271166019103694e-07	2.3842724619761497e-06	-0.0017659051258434	-0.0004359555578977	3.1184209134799945e-06	1.900572484618949e-07	0.0001238633202548	1.819362824199996e-06	3.3100810860809856e-12	1.5342122104543144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.851953632365	0.7584772398108726	0.5752877233111199	511013.31561200897	663.3392218098496	7.566708980184671	440018.92319129687	57.25508479080735	751.8540881020682	0.2480875651041287	565284.5697957926	0.0615474399592953	756.2982992468496	697.3186440338959	1.965438	36.903782	0.5764082783173494	0.372202045168084	-0.0194542035	0.0324981378	-0.0570612244	0.0122362839	0.0012384461	0.004704341	0.0182312074	-0.0552252814	0.0853480063	-0.0872055988	0.0469587423	0.031068508	-0.1558489099	-0.0202829784	-0.0068597417	0.0360265934	0.1699631083	0.0264639544	0.0358782661	-0.0132277431	0.0759430622	-0.1444183704	-0.1213483137	-0.0508589882	-0.0830172812	0.0709180041	0.0823680858	-0.086497776	0.0348601155	0.0404548864	-0.1575265943	0.0368498987	-0.0125999647	0.0513944323	0.1613959076	0.0182077925	0.010979717	0.0798593336	-0.0483164838	-0.1276005787	-0.0975839818	-0.1336306745	-0.0245085317	-0.024690617	-0.054114917	0.0100636722	-0.0586423834	0.1178495581	0.0269881561	0.1495292396	-0.111969938	0.0804779317	-0.1447989159	0.0234888054	-0.0690364648	-0.0558277768	-0.1695560225	-0.1989470421	0.0888864625	0.1229092768	0.1254694076	0.1443638807	0.0578063522	-0.0670019687	-0.0007691515	-0.0359083346	0.0979132555	-0.0250856227	-0.0886598024	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	0.0215743360995475	-0.0156811815861174	0.0002458994559367	0.0004654519781362	0.068729643984696	0.0963308706287193	0.009279636636087	0.004723763962263	0.2335153680447632	-0.0974814261790726	0.0545294271130812	0.0095026284499059	0.008041437393972	0.0064973284399223	4.221527685622444e-05	6.466471536117118e-05	-0.0013259131225489	0.0004399920032945	1.7580456085473745e-06	1.935929629631073e-07	0.0005248388755067	0.0004009755552519	1.6078139590956954e-07	2.754558452431374e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
