global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
540.0661138777097	n/a	n/a	291671.40735897125	669.1644512064316	n/a	n/a	447781.0627584048	537.1857628856241	n/a	n/a	288568.5438470099	555.5007887913949	540.8019633117988	n/a	n/a	n/a	n/a	0.0785044585	-0.081778404	0.0236264486	-0.0289632181	0.077908596	-0.0450530496	0.0323606131	0.0907855483	0.0452221961	-0.0214707398	-0.0284826735	-0.0148570896	-0.0627613725	0.0708234978	-0.0139619423	0.0268762669	-0.0770911937	0.0328894441	-0.0073698537	0.0406515613	-0.074128976	0.0938621666	-0.0675373427	0.0621594233	-0.0724225503	0.0232374395	-0.0756450974	0.0472022235	0.1221528866	-0.1364013728	0.1610229547	-0.0362990704	0.0024016889	-0.0142922414	0.0740272004	-0.0553292269	0.0280709848	-0.0377079442	0.0180290304	-0.1026606836	0.0538002273	-0.0766144319	0.1679136367	-0.1247785139	0.0186895535	-0.0391613651	0.0334558488	-0.0979994708	-0.0059084537	0.0267557491	-0.064739188	0.1049895427	-0.0303657393	0.0228375911	-0.0751486883	0.0153397219	-0.0216628539	0.0149123025	-0.0007670139	-0.0031767522	0.1554702684	-0.0464700749	0.150238626	-0.0818155761	0.0533446974	-0.0179019385	0.0767356698	-0.0674246997	0.0459818406	-0.0379303454	0.0554582173	-0.1266983299	0.1545028829	-0.0247704299	0.0384795912	-0.0409289006	0.0546707389	-0.0678928145	-0.0770415826	0.0111586341	-0.1154883314	0.0282399833	-0.0218537582	0.0579781962	-0.0214905816	0.0311842092	-0.1668175344	0.0148571678	-0.02670007	0.0497507761	-0.0543238244	0.0745336023	-0.0214107877	0.0038935972	-0.0228258477	0.1297360558	-0.2203933184	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	0.0452092692149932	n/a	0.0020438780229537	n/a	-0.0316193468102028	n/a	n/a	0.0009997830927038	0.0009778717824175	n/a	n/a	9.562332228483787e-07	-0.0036500309594677	n/a	n/a	1.33227260050727e-05	-0.002623993537453	n/a	n/a	6.885342084595108e-06	-9.78829265637672e-06	n/a	9.58106731268784e-11	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.3594535974695	-0.7066602802401576	0.499368751669098	290908.62018496083	663.9602570814245	-5.20419412500712	27.08363649075863	440843.2229836313	536.6645411441201	-0.5212217415039504	0.2716721038164109	288008.829721429	554.104674213729	540.8450326919556	1.373724	29.375032	0.3885664336190719	0.2217631226268032	-0.0851439226	0.0405897953	-0.0325849143	-0.1011388018	-0.0474831618	-0.0084935425	-0.129890002	-0.0893873264	-0.0465038313	0.0509194953	0.0820439209	0.0820158671	-0.0461569323	0.0085394082	-0.0153164755	0.0482135928	-0.0888753328	-0.054543419	-0.0452669135	0.0677650802	0.0649743136	-0.0024336196	0.0348293868	0.0717223855	-0.0918601246	-0.0584727713	0.086053838	0.0006734568	-0.0011994378	0.0735621115	-0.0500916961	-0.020885452	0.0469976528	0.0923417092	0.0781363578	0.0393112092	0.0573214631	-0.0841630297	-0.0940216677	-0.1106798856	-0.0327817588	-0.1298702498	0.0300826511	0.0433546664	0.007533134	-0.0937791788	0.0429742515	0.0475278792	0.0537067207	-0.0047159657	-0.0094494059	0.0980273218	-0.0917539783	0.0071073851	0.0291251866	-0.1018223871	-0.0373149798	0.0447766633	-0.1436588791	0.0212154339	-0.0962099056	0.0030058733	-0.0042748966	0.0084649988	0.0204157301	-0.1865069167	-0.0377589184	-0.0190554804	0.0772329089	0.0623503095	0.094865605	-0.1103910898	-0.0579077086	0.0469045906	0.119461086	0.0863273422	-0.0573485939	-0.0527397058	-0.0064483014	-0.1171694113	0.0168461618	0.0348115051	0.0357022915	0.020692703	0.0532028493	-0.0797643801	0.0169987626	0.043711721	0.0562810123	-0.0089137599	0.0787992536	0.0302477381	0.0714951572	-0.1415867948	0.0166164816	0.1135814492	-0.0848430288	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	0.0614167122235755	0.0162074430085822	0.0037720125403534	0.0002626812088764	-0.1650008815813493	-0.1333815347711465	0.0177906338179065	0.0272252909226224	0.1645345734673995	0.163556701684982	0.0267507946660701	0.027071625866099	-0.0048473936426018	-0.0011973626831341	1.4336773949620912e-06	2.3497225126336347e-05	-0.0026718576650488	-4.786412759580014e-05	2.290974710507036e-09	7.138823382280025e-06	-0.0002729765650137	-0.0002631882723573	7.45162050466788e-08	6.92680667064326e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.2120680519621	-0.1473855455074044	0.0217224990245151	290749.6543328738	657.4226978526395	-6.537559228784971	42.73968066987155	432204.603651843	537.4482550804171	0.7837139362969765	0.6142075339461014	288850.62688898505	555.7416318409851	535.844961096316	1.333879	28.522991	0.2270462758729765	0.1143571728481602	0.050411447	-0.0088142176	-0.1241091934	-0.0078015667	0.0654090393	0.0226008857	-0.0621401318	-0.0422442654	0.0064238845	-0.0618162776	-0.0978577877	-0.025792041	-0.0190270727	-0.1025367663	-0.0482509665	0.0917126164	-0.1212222358	0.039663566	0.0172188589	-0.0547241389	0.0728253061	-0.0217748482	0.0220068788	0.0035940535	-0.0895383871	0.021387303	0.0401213173	0.0259002219	0.1025257133	-0.0715131828	-0.0186811548	0.016078339	-0.0728619545	-0.0327765776	0.0284807038	0.0586049864	0.0616712386	-0.0068292215	0.0856172768	0.086238018	-0.1384271846	-0.0154171581	0.0226851503	0.0959662446	0.0476532532	-0.0105160248	0.0631210414	-0.081608737	0.1396416466	0.0389645737	0.0363664796	0.0090402503	-0.0468872022	0.000228366	0.0022746587	-0.0708107731	-0.0288097996	-0.0036844057	-0.1064462792	0.0457663306	0.0395921801	-0.0756602437	0.0800156377	0.0005571189	-0.0095336225	0.006931248	0.1413925189	0.1155125221	-0.0007044828	-0.0002212369	-0.1367195284	-0.0611249718	-0.1175827647	-0.054136354	0.0940875953	0.0191562051	-0.0517107073	-0.1562779035	0.0699244209	-0.0186060531	0.0135081805	-0.0368375321	-0.0706750474	-0.0223522377	-0.0262138622	0.0847050201	-0.1244490991	-0.0008852667	0.0096833116	0.1447712397	0.0563032972	-0.0263343171	-0.0430760218	-0.0625775315	0.0097828899	0.0599913623	0.0286229112	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	0.0182797448399867	-0.0431369673835888	0.000334149071415	0.0018607979550528	-0.0677888233013419	0.0972120582800074	0.0094501842750355	0.0045953245645805	0.1448333926753591	-0.0197011807920403	0.0003881365246006	0.0209767116338547	-0.005513656696158	-0.0006662630535561	4.439064565340314e-07	3.040041016308795e-05	-0.002161215897539	0.0005106417675098	2.607550147255328e-07	4.670854155775305e-06	-0.0001099599977329	0.0001630165672808	1.2091201101419373e-08	2.65744012080156e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.3169036850453	1.104835633083212	1.220661776130382	291942.3564077945	665.1034917831421	7.680793930502546	58.994595402844745	442362.6547821282	536.6697153278639	-0.7785397525532289	0.6061241463056429	288014.3833500904	554.7927714981893	536.2035105384126	1.212058	25.918049	0.1503736426398186	0.0813804300249129	-0.0355898537	-0.0365186008	-0.0522971611	-0.0699735857	-0.0717053839	0.0287286386	-0.0159119606	-0.0134082593	0.0311161076	0.0068409008	0.0560225366	-0.0628157437	0.019557513	0.0032631033	-0.0054248285	0.0739576724	-0.0761683704	-0.0346188704	-0.0510426916	0.0532153647	0.0934903758	0.0320040459	0.1534755072	0.0642445875	-0.0914116234	-0.0678726033	-0.0150913046	-0.1201422328	0.0675740057	-0.0185548669	-0.0623205249	-0.0151926518	0.0040115481	0.0418717379	-0.0324510406	0.0347146317	-0.1016133015	0.0086032393	-0.077447175	-0.083596461	0.1111149563	-0.02253349	-0.0541146696	0.0831542446	0.0045665552	-0.0856016828	0.0706105835	0.0334016391	0.0432060641	-0.0242554185	-0.0157417575	0.0645922325	-0.0768682358	-0.1426017516	-0.020810576	-0.1463906189	-0.0782411811	-0.0263997145	-0.0465020001	-0.0844237461	-0.0356012184	-0.021967148	-0.0507946497	-0.0413212005	-0.0022970822	0.0126752015	-0.1218807148	0.0344453459	-0.0125445656	0.136918465	0.0777501153	0.0547852644	-0.0443909874	0.0626268525	0.1278643991	0.1116997877	-0.0744849236	-0.0987463106	-0.070170504	-0.1165065752	-0.0484416746	0.0522029874	0.0077652466	0.0291843456	0.0377671231	0.0077367491	-0.0544883831	-0.0083787492	0.0905717012	-0.0873099955	0.0292812823	0.0410689147	-0.085715219	0.0224239131	-0.1050527521	-0.0237533679	-0.0077355336	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	0.0066395504213971	-0.0116401944185896	4.40836297982744e-05	0.0001354941261025	-0.1370917641986864	-0.0693029408973445	0.0048028976170208	0.0187941518111082	0.1654408125856861	0.0206074199103269	0.0004246657553605	0.0273706624690121	-0.0047910212221876	0.0007226354739703	5.22202028240424e-07	2.2953884351451968e-05	-0.0020190137543669	0.000142202143172	2.022144952273835e-08	4.076416540322725e-06	1.6641333957512217e-06	0.0001116241311286	2.7693399588544922e-12	1.2459946650226322e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.1396085548405	2.8227048697951886	7.967662781965473	295000.63438110537	658.0362918517169	-7.067199931425193	49.94531487073626	433011.761393958	538.3448339600651	1.6751186322012472	2.8060224319477776	289815.1602514901	556.3711557481702	531.2792049875064	1.027772	21.977352	0.3319960800745929	0.1656770224906458	-0.0118260438	0.0033377694	-0.0898026771	0.0019622118	0.0356770095	0.0732175899	-0.0493572075	-0.0435320047	0.1108725942	-0.1415159824	0.0644579321	-0.0101418292	-0.0139535413	0.0074248566	-0.0167902785	0.03336904	-0.0292770679	0.0229958777	-0.0759623586	0.0554345922	0.0604454923	-0.032117137	0.0842289499	-0.0140170887	-0.0164531078	-0.0935863873	-0.1105072038	0.0127344333	-0.098142194	-0.0225917273	-0.0060064596	0.0226712098	-0.1366034691	-0.0020842716	-0.0209567851	0.0335875822	-0.0222134995	0.0863777336	-0.0311615359	-0.0629766529	0.1380233508	-0.036805207	-0.0303689607	0.0336990887	0.0140135902	-0.0239989139	0.0301997699	0.0381218538	0.0829941453	-0.0764112168	-0.0181161495	-0.0166857449	-0.0090913336	-0.1091094329	-0.0130443638	-0.0026263973	-0.0560739354	0.1211809233	0.0424299992	-0.0599493544	0.051555618	-0.0543660167	-0.0211734439	0.1007926385	-0.0462296423	0.0420130563	-0.0358628308	0.0081037504	0.0121091052	0.0842228319	0.1053965168	0.0524780877	-0.032582918	-0.0196506207	0.0713654221	0.0028289813	0.0108586893	-0.0601770132	0.04967714	-0.0465023142	-0.026265413	0.056030175	-0.0129464435	0.0458320027	0.0175595059	0.0640703412	-0.0728189455	-0.0410709084	-0.1116179039	-0.0309160847	-0.0827543826	-0.0102943819	0.0030330393	0.0409914815	-0.0246571271	0.0575815443	0.0727780595	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	-0.0096194481361067	-0.0162589985575038	9.253378244324666e-05	0.0002643550340929	-0.0453140211792657	0.0917777430194207	0.0084231541137388	0.0020533605154349	0.0603529032535803	-0.1050879093321058	0.0110434686877928	0.003642472931136	-0.0033883401030679	0.0014026811191197	1.9675143219348952e-06	1.1480848654058186e-05	-0.0022597665005381	-0.0002407527461711	5.796188478897416e-08	5.10654463695421e-06	-0.0007323305846246	-0.0007339947180203	5.363080851766084e-07	5.387482460817749e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.3933938808528	0.2537853260123484	0.0644069916991939	295276.3805133517	668.1268009858973	10.090509134180364	101.81837458697738	446393.4221956488	537.7711881851912	-0.573645774873853	0.3290694750306233	289197.8508421124	555.7572922234436	541.9648192931195	1.014034	21.683598	0.2707609019424064	0.1274009544169365	-0.0422359582	-0.0265537757	-0.0694949013	-0.1677462937	0.0039241469	0.1143865386	-0.0227354853	0.00997148	0.0762916482	-0.0983898396	0.1672787899	-0.0483760336	0.0348309863	-0.0403460695	-0.0251063924	0.1192011685	-0.181130658	-0.0423854041	0.0527137055	0.0138015752	0.0825321115	0.0200524948	0.2100496943	-0.0114716255	-0.0196577655	-0.0709386718	-0.0869624176	-0.0580603408	-0.0973817027	0.0593729106	0.0308244842	0.0097250577	0.0231833177	-0.0062275301	-0.0058764589	0.1294566926	-0.025459997	-0.0030766104	0.0125851724	0.0047102996	0.1176760433	-0.0409905422	-0.0825083127	0.0595713331	0.0325745294	-0.1462954867	0.1619165383	-0.025988811	0.0727750589	0.0360628142	0.0546388798	-0.0510837113	0.0001979622	-0.2008952931	-0.035814335	-0.0597114975	-0.0361110565	0.0441306673	0.0117012283	-0.1216931142	-0.0107363144	0.0584079031	-0.0301346131	0.029721286	-0.0539539694	-0.0205325367	-0.0313734776	0.0813665176	0.0069788353	-0.0123693082	0.0320568821	0.0286623031	-0.1410393254	0.0102535704	0.1252007825	0.0662400312	-0.1179315065	-0.1845314243	-0.017432239	-0.0114126665	0.0490450343	0.0199295793	0.0271991005	-0.0030132058	0.0101895739	-0.0235130637	-0.0227889468	-0.0717386427	0.0144944174	-0.0482323645	-0.0510274221	0.0354789073	-0.0963810209	0.085740794	-0.0072534666	-0.0887999797	0.1076539996	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	-0.0190803748661068	-0.0094609267300001	0.0003640607050311	8.950913459043042e-05	-0.0074189005458862	0.0378951206333795	0.0014360401678183	5.504008530975056e-05	0.136957405006207	0.0766045017526267	0.0058682496887681	0.0187573307860342	-0.0050681113668617	-0.0016797712637938	2.821631498667421e-06	2.568575282691277e-05	-0.0016277363690189	0.0006320301315192	3.994620871481773e-07	2.649525687026832e-06	-0.0001081249234096	0.000624205661215	1.1690999062331866e-08	3.896327074928554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.0404360095563	-0.3529578712965531	0.1245792589101941	294892.915141449	662.0721023783964	-6.054698607500882	36.65937522767312	438339.46874774975	538.2348163979152	0.463628212723961	0.2149511196336144	289696.7175828975	556.1593202045096	538.9171456239661	0.938046	20.058706	0.1824669946764655	0.102476940339555	-0.0151549182	0.0048734207	-0.0679016635	-0.1203629598	0.0825307161	0.0746067456	0.0343899344	-0.0215038248	0.0527826153	-0.1088947023	0.0707566922	0.0439070002	0.0082931789	0.0183519297	-0.0307386976	0.0409202749	-0.0816958202	0.033826766	0.008776741	0.0397140832	-0.0015614845	-0.0424720088	0.0434277101	-0.0631847931	-0.0334372954	-0.1000343395	-0.0644630847	0.0210471222	-0.0235496292	0.1122685106	0.0479267785	0.1380240589	0.0008930284	0.0236885635	0.0433089772	0.0925432127	-0.0052385821	0.0879625536	0.064630745	0.0703961873	0.0829806041	-0.0007666458	0.0743615095	0.0083517926	0.0279730362	-0.0574637496	0.0619796587	0.0011176931	0.0549756608	-0.0486737093	0.0130468934	-0.0540729598	0.0423899588	-0.0183922823	-0.0479051158	-0.0358393891	-0.0752095557	0.0938033867	0.0085323122	-0.0728473574	0.0602350602	0.1126997336	0.0155350809	0.1013059188	-0.0272475552	0.0138389903	-0.0660071361	0.1233803	-0.0370638096	-0.1122964544	0.0446653587	-0.0200704528	-0.0105198198	-0.0240067755	0.0832098557	0.0102703302	-0.0307063965	-0.1287260944	0.0613657585	-0.0141185713	0.0421546246	0.0365311614	-0.0032512882	-0.0263719174	-0.0149745067	0.0106620432	-0.0191881602	-0.0320497528	-0.1238134106	0.0039290417	-0.0666196514	0.0119798171	-0.0507919782	0.1125359403	-0.014299661	-0.0771102998	0.1137796616	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	-0.0161214469526811	0.0029589279134257	0.0002599010518481	8.755254396849786e-06	-0.0332084659479505	-0.0257895654020643	0.0006651016836273	0.0011028022106161	0.0737401043200165	-0.0632173006861905	0.0039964271060482	0.0054376029851269	-0.0035359051765378	0.0015322061903238	2.347655809666879e-06	1.2502625417466811e-05	-0.001588735635152	3.900073386689995e-05	1.5210572421567562e-09	2.5240809184018288e-06	0.0001306921658953	0.0002388170893049	1.7080442226404618e-08	5.7033602144064586e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.0833053812787	-0.9571306282775822	0.9160990395870392	293854.3099730927	676.2562363568475	14.184133978451086	201.18965671865064	457322.4972115284	537.9862801564028	-0.2485362415123972	0.0617702633451086	289429.23763652355	556.2703042346842	551.8140326499939	0.961905	20.568897	0.2272874833686256	0.1291715284405774	0.0349273235	-0.0135770674	-0.0538603806	-0.186148768	-0.0520735358	0.0575347378	0.0209366812	0.0988825017	0.0107287876	-0.030274869	0.0970392873	-0.0495460391	0.0026390958	0.0726207476	-0.0135592121	0.1076202254	-0.1302015929	0.032867102	0.056205003	-0.0272853286	0.0430677217	0.0019532777	0.1300810678	0.0457503038	-0.1504842338	0.032407005	-0.0223168682	-0.0279896642	-0.0590663058	0.0252171893	0.0878320691	0.0079868064	-0.0665272332	-0.0924888876	-0.0225829543	0.0506167961	0.0212375486	0.0398840156	-0.0259968243	0.0487871229	-0.0043222782	-0.0087816904	0.0095848925	0.0999467807	0.0246060901	-0.0771155103	0.1322050748	-0.0992809027	0.0433917598	0.0037682768	0.0678286778	0.0281806733	-0.0146075345	-0.1221736084	-0.0484895685	-0.1161320489	0.0797084574	0.0168267249	-0.0115311666	-0.1075081948	0.0474848267	0.043601775	-0.0131777054	0.0366906687	-0.0348544616	0.0044782766	0.0966942035	0.0294339414	0.0313197231	0.0783984018	0.0272644259	-0.0552978756	0.0091887419	0.0201819654	0.1231292737	0.0799107152	-0.0844628437	-0.1318585911	0.0074861848	-0.0150348231	-0.0126945571	0.0631745676	-0.0143854379	-0.0222688083	0.0100284294	0.0055792825	-0.012105356	0.0142941019	-0.0042073174	-0.0443691337	-0.0731877798	0.075607559	-0.0348409655	0.0419606344	-0.0455029594	-0.0679221721	0.0282967133	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	-0.0121602168946566	0.0039612300580244	0.000147870874925	1.5691343572596767e-05	-0.0838008500086715	-0.050592384060721	0.0025595893249474	0.0070225824621758	0.1315872546481316	0.057847150328115	0.0033462928010835	0.0173152055858322	-0.0055249005041701	-0.0019889953276322	3.956102413343119e-06	3.052452558097902e-05	-0.0018918914941266	-0.0003031558589746	9.19034748306276e-08	3.579253425548579e-06	0.0001362753577237	5.583191828399984e-06	1.85709731227224e-08	3.1172030992712355e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.845377736852	-1.237927644426691	1.5324648528358151	292513.7226193181	656.811840057373	-19.44439629947442	378.0845474510145	431401.7932395522	538.8104803701214	0.8242002137185409	0.6793059922936885	290316.7337566809	556.4972901785335	540.1213045699255	0.996798	21.315035	0.2225009086456915	0.1227282948320333	-0.0435828928	0.0260842726	-0.0427295631	-0.0477767748	-0.1078287983	0.0376443381	-0.021855657	-0.0273603099	0.0073969528	-0.0419308294	0.0131391947	0.0819386857	0.2095354261	-0.0653393231	-0.0113303475	0.0593069527	-0.0060437392	0.0589908344	-0.0295532118	0.0674639173	0.0699851781	-0.0201103314	0.0492806589	-0.0279102654	-0.0398075372	-0.1083718979	-0.0018244359	-0.0281488692	-0.1058841527	-0.0081233011	-0.0380417794	0.0615585053	-0.084663516	0.0363306889	0.0034298939	0.06014941	-0.0629568121	0.0638676542	-0.0034097534	0.0033787523	-0.1058207433	0.0947918834	-0.0864904552	-0.0098004847	0.0034469155	0.0136422554	0.0576780485	0.0111600299	0.027039242	-0.0931407631	-0.0176856028	-0.0107437312	-0.0412715592	-0.020430653	-0.0090419502	-0.0801158161	-0.0632071265	0.0876230545	0.032838648	-0.0474435487	-0.0545893055	-0.0124111128	0.0164491567	0.1136406704	0.0313976934	-0.0206441953	-0.002112321	0.0997288762	-0.0672372967	0.084013917	-0.0301364731	0.1222665771	-0.0673971463	0.0185418015	0.1048138385	0.0511254027	-0.0229806776	-0.0664206473	0.0036975293	-0.1095354458	-0.0249349222	0.0459500652	-0.0470977076	0.001795028	0.0032809446	-0.0107844186	0.0165679312	-0.0493696695	-0.020209072	-0.0531282724	0.0167555839	0.0699857369	0.0729844267	-0.0399001811	-0.0392301139	-0.0243448392	0.0523166137	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	0.0099248471041164	0.022085063998773	9.85025900400877e-05	0.0004877500518298	-0.1104290526298257	-0.0266282026211542	0.0007090611748332	0.0121945756647208	0.1158364937065172	-0.0157507609416143	0.0002480864702398	0.01341809327422	-0.0033490705638206	0.0021758299403495	4.734235929321308e-06	1.1216273641449632e-05	-0.0026830665949952	-0.0007911751008685	6.259580402344391e-07	7.198846353179136e-06	0.0003300079381886	0.0001937325804649	1.0890523926749085e-07	3.753231273358895e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.6259599429136	-0.2194177939384189	0.0481441682968024	292276.4285641968	664.4591660780065	7.6473260206335	58.4815952658582	441505.9833850799	538.703641237609	-0.1068391325123911	0.0114146002360002	290201.6130826585	556.9542683133363	534.9508003383266	0.92729	19.828707	0.2460869386034358	0.1160834391548382	-0.0430165832	-0.0307899515	-0.0568760651	-0.0686846311	0.0103906515	0.0747618747	-0.0222401636	0.0193922189	0.0808972139	0.0665887202	0.0632101929	0.0243221884	-0.0152759389	-0.1072365037	-0.0436489854	0.0826741259	-0.1021260504	0.048966824	0.0862222398	-0.0718826396	-0.0201198507	-0.0321387258	0.0680401442	0.0493493058	0.0191282616	-0.0549657549	0.0596773622	-0.0068793809	-0.0050690432	-0.0210364873	0.0283697806	-0.0436765284	0.1041461034	0.0926665847	0.1158656506	-0.076695068	-0.0035990026	-0.004627515	-0.0116491692	-0.0210830388	-0.035075402	0.0169310427	-0.025411583	0.1318587685	0.0579425211	-0.0400388077	0.1142131305	-0.1132630782	0.0219402644	0.0295842978	0.030732259	-0.0245621981	0.044745797	-0.0221582538	0.1065511908	-0.074338359	-0.0439546112	-0.0344153669	-0.0264946583	0.0292379529	-0.0904613588	0.0185466869	0.0175112663	-0.0664731003	0.1122786144	-0.1206325878	0.0189051515	-0.0435367985	-0.0191727091	-0.0191526056	-0.0233267766	0.0158502913	-0.0155241835	-0.0208176126	0.1029864945	0.0181279606	-0.0530504173	-0.1311979498	-0.0020839943	0.0128255887	0.0553697575	-0.0277765042	-0.0366376364	0.0026070461	-0.0854061839	-0.0462106609	-0.005183815	-0.0413882496	0.0159599037	0.0665703368	0.0121855288	0.0873540232	0.0433633674	0.0029021328	0.0720404322	-0.0055454432	0.0324621602	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	0.0298485533236743	0.0199237062195579	0.0008909361355162	0.0003969540695232	-0.0255327720902442	0.0848962805395815	0.0072073784494553	0.0006519224506123	0.0910144037726041	-0.0248220899339131	0.0006161361486872	0.0082836216940826	-0.0045799351568112	-0.0012308645929905	1.5150276462779147e-06	2.097580604059523e-05	-0.0018242193780302	0.0008588472169649	7.376185420885255e-07	3.3277763391808898e-06	9.08225099365322e-05	-0.000239185428252	8.24872831117149e-09	5.7209669088125074e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
