global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52
622.9267051845147	n/a	388037.68003203534	n/a	772.4026479349508	n/a	596605.8505369235	n/a	598.0377414422286	n/a	357649.1401893219	n/a	632.634617713544	531.0828263067111	n/a	n/a	n/a	n/a	-0.0758906419	-0.0087097969	0.0340681202	-0.0705401977	0.0034814858	0.0457082107	0.0184081194	0.0300810719	-0.0498717971	-0.0216363259	-0.0483317562	0.0861841282	-0.0137593809	0.080074695	0.0024493733	-0.079310329	0.0594796495	-0.0054568965	0.0093326745	-0.0401928461	0.0302403198	-0.048497061	0.0386972557	-0.0035836617	0.0818015829	-0.022512345	-0.1041542747	0.0110801177	-0.0431025986	0.0268320996	-0.0766240095	0.0592870538	-0.0098719032	0.0655623729	-0.0744013833	0.0288160193	-0.0040744538	0.0738125446	-0.061234502	0.0114351911	-0.0887030659	0.0319319047	-0.0460620302	0.0098500246	-0.0501369359	0.0165004992	-0.0358321632	0.0350614564	-0.0389949042	0.0009098703	0.0013588823	-0.0368732075	0.0094119493	-0.029450048	0.0515328713	-0.0336607007	0.011991701	-0.0372718564	0.0894409536	0.0894356571	0.0894268298	0.0894144721	0.0893985845	0.0536736672644622	n/a	n/a	0.0028808625576162	-0.1000609470207507	n/a	n/a	0.0100121931186894	-0.4324149524888838	n/a	n/a	0.1869826911359636	-0.0040052053931624	n/a	n/a	1.6041670241417174e-05	-0.0052672522122838	n/a	2.7743945867808585e-05	n/a	0.0025969799387224	n/a	6.7443048021266e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622.2327882037754	-0.6939169807393455	387173.6427158444	0.4815207761584091	767.8558276287921	-4.546820306158679	589602.5720234973	20.673574896496905	598.5168004728619	0.479059030633266	358222.3604482716	0.2294975548312845	632.4010097805544	523.1546004125191	0.661377	15.44229	0.0483966570106922	0.0287111844958041	-0.0660288513	-0.0182030512	0.0341095437	-0.0632849371	-0.0237397515	-0.0149946727	-0.0027825877	0.0216604596	-0.0349495474	-0.0268685812	-0.0334544917	0.1189453755	0.003991921	0.1022492191	-0.0416996803	-0.0638648784	0.0286110467	-0.0283862849	0.028938233	-0.0593937647	0.0412141545	-0.0354157537	0.0661205221	-0.0026199649	0.1213817534	-0.0896559941	-0.0596789549	0.0104398083	-0.0277562664	0.013809339	-0.040162621	0.0510265262	-0.0291103745	0.0750354491	-0.0663059398	0.0265317865	-0.0032038279	0.0727760157	-0.0715687564	0.005922606	-0.0775403624	0.0074783486	-0.0858752431	-0.037702729	-0.0317179924	0.0037021762	-0.030531196	0.0330867054	-0.0424297742	0.0375529339	-0.0029364679	-0.0205406704	0.007294916	0.0013521076	-0.0043090285	-0.0272776277	0.0078638193	-0.0655563722	0.0894268298	0.0893791676	0.0892997494	0.0891886034	0.0890457691	0.0605394232187563	0.006865755954294	4.713860482392484e-05	0.0036650217636596	-0.1076291277417169	-0.0075681807209661	5.727735942520443e-05	0.0115840291384428	-0.4330587405289208	-0.000643788040037	4.144630404946919e-07	0.1875398727484951	-0.0044214014529274	-0.000416196059765	1.7321916016391145e-07	1.954879080794852e-05	-0.0055142977212108	-0.0002470455089269	3.040747935815062e-05	6.10314834810004e-08	0.0025938428615065	-3.1370772158997515e-06	6.7280207901882285e-06	9.841253458517336e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622.442527177034	0.2097389732585952	387434.6996385327	0.0439904369035697	767.4012834623262	-0.4545441664658938	588904.7298596256	0.2066103992681741	598.2253754625823	-0.2914250102795677	357873.59984734753	0.0849285366164461	632.1745466712567	526.7142518269076	0.598183	13.966776	0.068271421177456	0.0364106612863494	-0.0710256766	-0.0219012595	0.0369943677	-0.0899867349	-0.0259475422	-0.0071396337	0.0269955261	0.0707228768	-0.0203124974	-0.0433019309	-0.0298311684	0.0961008392	0.0012659913	0.1055056263	-0.0293448283	-0.0677407153	0.0541977714	-0.0139549259	-0.0068287583	-0.0568637584	0.0534528873	-0.0259221971	0.0534272104	-0.021488421	0.1194195982	-0.0765005392	-0.0649601557	0.0166918332	-0.0452889739	0.0039908877	-0.0407726246	0.0180513446	-0.0343317292	0.0189438962	-0.0719924666	0.033914054	-0.0002682916	0.0762488067	-0.0620622198	0.0129698825	-0.0817217719	0.0277183617	-0.0494640925	-0.0091705487	-0.0538819085	0.0008776833	-0.0406177932	0.0309517387	-0.0459917545	0.0150839925	-0.0016709944	-0.0296790204	0.0206361271	-0.0081140556	0.026003633	-0.0268330319	-0.0130901483	-0.0682162399	0.0893985845	0.0892662243	0.0890457691	0.0887374365	0.0883415308	0.0462885377071415	-0.0142508855116147	0.0002030877378651	0.0021426287230654	-0.1383457562053109	-0.0307166284635939	0.0009435112641704	0.0191395482600193	-0.4217222016352835	0.0113365388936372	0.0001285171140869	0.1778496153521107	-0.0044005053421854	2.089611074200005e-05	4.3664744414193006e-10	1.936444726660224e-05	-0.0055132904849251	1.007236285700125e-06	3.039637197116564e-05	1.0145249352309836e-12	0.002376398842362	-0.0002174440191445	5.647271457979454e-06	4.728190146171369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622.2862935064911	-0.1562336705428606	387240.2310860468	0.0244089598112951	763.5304086858577	-3.870874776468554	582978.6849879929	14.98367153510048	598.62155260588	0.3961771432976775	358347.7632442743	0.1569563288715084	632.2980169062992	524.530926609435	0.685802	16.012585	0.1646374677284563	0.0971264795750951	-0.0669329875	-0.0240074813	0.0205290145	-0.0884438758	-0.0572293574	-0.0284666066	0.0602349382	-0.0030659299	0.0778342785	-0.0231882273	-0.018754699	0.0798286678	0.0202882123	0.0763670646	-0.0044922281	-0.0620477858	0.044881239	-0.0194367285	-0.081763952	-0.0556996293	0.0383187339	-0.0185300968	0.0487179062	-0.0282736828	0.1032436659	-0.086109469	-0.0656887224	0.0278326173	-0.0019782174	-0.0165256289	0.0509552634	0.0502834116	-0.0609250068	-0.0258750739	-0.0615960635	0.0327069291	0.002845115	0.0808981641	-0.0645273874	0.0007532012	-0.0702747528	0.0194297576	-0.0911208826	-0.0058488917	-0.0203635959	0.0080912998	-0.015569211	0.0305773129	-0.0312936102	0.0475325661	-0.0369608083	0.0068257439	0.0009359077	0.0393285023	0.0225525365	-0.0551029983	-0.0068481661	-0.01721843	0.0893562221	0.0890968986	0.08866525	0.0880621112	0.0872886488	0.0423216830257331	-0.0039668546814084	1.5735936063411744e-05	0.0017911248541306	-0.043771196760403	0.0945745594449078	0.0089443472941984	0.0019159176658379	-0.4060664604953885	0.0156557411398949	0.0002451022306394	0.1648899703392529	-0.0049908302815113	-0.0005903249393259	3.484835339901283e-07	2.490838689885017e-05	-0.005314942569202	0.000198347915723	2.824861451391556e-05	3.9341895671697794e-08	0.0021562654481661	-0.0002201333941959	4.649480682954951e-06	4.8458711240207626e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623.3887153084328	1.1024218019416594	388613.49037389824	1.2153338293962952	766.5521361115691	3.021727425711447	587602.1773772095	9.130836635296728	599.852735338713	1.2311827328330764	359823.3040933361	1.5158109216263225	634.4382570774435	528.7768852898689	0.688787	16.082275	0.2225611823213505	0.0975390516845225	-0.0719604551	-0.0182846744	0.0447083394	-0.0999535466	-0.0303895885	-0.0213544073	0.0366555462	0.0529233841	0.0328174217	-0.0394470272	-0.0161740587	0.0775092417	0.000421687	0.0686517657	-0.0208085911	0.0239336049	0.0457597692	-0.0359570592	-0.0739886353	-0.0225178267	0.0526245611	-0.0225378342	0.0732273588	-0.0208278915	0.0739439743	-0.0205372486	0.0080191405	0.0349532903	-0.0560336746	-0.0274067497	0.0576089825	0.0227349191	-0.0058792621	-0.0327986678	-0.0745219961	0.0190366145	-0.0111003217	0.0789636811	-0.0653878773	0.0130667769	-0.0846345065	0.0224641872	-0.0858401653	-0.0225710966	-0.0134709528	0.0043679886	-0.0394424321	0.0112500662	-0.0873418528	0.0194330965	-0.0054939534	-0.0074315708	0.012012025	0.0033808681	0.0357920074	0.0051824464	-0.0320660343	-0.05543997	0.0892997494	0.0888712973	0.0881587327	0.0871643333	0.0858912784	0.0707116429720144	0.0283899599462813	0.0008059898257514	0.0050001364518016	-0.1052544510458233	-0.0614832542854203	0.0037801905575256	0.0110784994649576	-0.4178730806769124	-0.0118066201815238	0.0001393962801107	0.1746179115544133	-0.0041550597707182	0.0008357705107931	6.985123467113594e-07	1.7264521698240783e-05	-0.0061042043706047	-0.0007892618014026	3.726131099810952e-05	6.229341911534346e-07	0.0029488600941328	0.0007925946459667	8.695775854768905e-06	6.282062728150786e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623.7813665080564	0.3926511996236286	389103.1932026582	0.1541749645658746	766.3700262292639	-0.1821098823052125	587323.0171026426	0.0331640092332183	601.0448228053043	1.1920874665912606	361254.87902105966	1.42107252800397	635.3032216682709	526.2300699123208	0.655029	15.294063	0.1591893630585288	0.0757636445206535	-0.0625267141	-0.0109495605	0.0181418619	-0.0751625237	-0.0277539032	-0.033151134	0.0226138815	0.0649941856	0.0295124899	-0.0241470404	-0.0095388576	0.063315903	-0.0272310071	0.0548901957	-0.0358640371	0.0673375131	0.0653916987	0.0087487728	-0.0351150595	-0.1011954016	0.0352196485	-0.014958215	0.0665490202	0.010355587	0.0680342915	-0.003550138	0.0513420019	0.0515096987	-0.0445170473	0.0008985756	0.0108163186	0.0120486343	-0.0536303207	-0.0860518496	-0.0721404654	0.0247153408	0.0059322186	0.0681544087	-0.0715980535	0.0269467467	-0.088220585	-0.0007654822	-0.0511896831	0.0114236166	-0.0522299234	0.0131257201	-0.0404742989	0.0107135122	-0.0587099362	0.0696470708	0.0234143606	-0.0402948709	0.0420532121	-0.0288161784	-0.033415315	0.0244005257	-0.0260476324	-0.0172270699	0.0892291752	0.0885895631	0.0875269369	0.0860463708	0.0841549343	0.0572621018223031	-0.0134495411497113	0.0001808901571377	0.0032789483051078	-0.1602460839346946	-0.0549916328888713	0.0030240796877843	0.0256788074164051	-0.3809542426526562	0.0369188380242562	0.0013630006010612	0.1451261349950588	-0.0046014612754944	-0.0004464015047761	1.9927430346645565e-07	2.1173445869874552e-05	-0.0064537242432054	-0.0003495198726007	4.165055660733712e-05	1.2216414134280984e-07	0.0026681944515959	-0.0002806656425368	7.119261631527146e-06	7.877320290065084e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623.8372357123981	0.0558692043416613	389172.8966612861	0.0031213679937703	768.9002472518326	2.530221022568753	591207.5902239294	6.402018423048867	601.1105630653783	0.0657402600739942	361333.90902877616	0.0043217817945964	636.1153228320663	523.7502739934012	0.595101	13.894819	0.0788770230751406	0.0400065385682038	-0.0550650634	-0.0179247312	0.0290176434	-0.0681643923	-0.0023883297	0.0058511484	0.0288090397	0.0937782267	0.0687238398	-0.0270305594	-0.0001913081	0.0924546687	0.0033889592	0.0681006166	-0.028418246	0.0612895339	0.0631796996	-0.0910717799	-0.0101716069	-0.0240573636	0.0420022074	-0.0171456195	0.0944946845	-0.0115356295	0.0665062014	0.018870945	0.043842691	0.0295104026	-0.1008983843	-0.0134773047	0.0294074482	0.0386069587	0.0008859752	0.0135715492	-0.0719780031	0.0242441937	0.0025061581	0.0795038705	-0.069019071	0.0261573106	-0.0732719045	0.0221281665	-0.0796884677	-0.0396064961	-0.0019525394	0.0045038516	-0.028050507	0.0064088333	-0.0734891066	0.0365164819	0.013585134	-0.0188967287	0.0092093712	-0.0081122007	0.0090463593	0.0056365091	-0.0365205102	-0.0405807951	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	0.0668656907192541	0.009603588896951	9.222891970164058e-05	0.0044710205953629	-0.1479092451688188	0.0123368387658758	0.0001521975907352	0.0218771448064097	-0.4100914513217901	-0.0291372086691338	0.0008489769290286	0.1681749984472121	-0.0050702509677546	-0.0004687896922601	2.197637755694126e-07	2.570744487601645e-05	-0.0064850046747817	-3.128043157629972e-05	4.205528563194051e-05	9.784653995995687e-10	0.002724112062623	5.591761102709996e-05	7.420786529728136e-06	3.126779222978051e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624.6514057191575	0.8141700067594684	390189.37866691954	0.6628727999067128	766.7811845061067	-2.119062745725955	587953.384912588	4.490426920323625	599.4169598709909	-1.6936031943873786	359300.69178098114	2.868291780039133	633.7142146707439	524.6606389991475	0.644405	15.046012	0.0959222294370147	0.0508277477596148	-0.0542166963	-0.009157023	0.0086922822	-0.0441941931	-0.021616788	-0.0093104242	0.0228816353	0.0437315828	0.0540833216	-0.0349433037	-0.0113443562	0.0901182549	0.0029045548	0.0638147084	-0.0216348539	0.0157364628	0.0583321287	-0.0582245733	0.0036104846	-0.0290915971	0.0425816248	-0.0120413516	0.0610167678	0.0048346775	0.0715808627	-0.0329476467	-0.0249975201	0.0473599165	-0.0526384516	0.0410670028	-0.0053554346	0.0665702407	-0.0139980885	0.0056467382	-0.0736970554	0.0243084878	0.011831825	0.0854077203	-0.0702832805	0.0451625156	-0.0807249196	0.0517944216	-0.0371146467	0.0270503384	-0.0243942456	0.0265091009	-0.0203717506	0.0083960633	-0.0540153804	0.0440316363	-0.0063389146	-0.0303424898	0.0102293919	0.0105930232	0.002412969	-0.0318364233	-0.0353305973	-0.030996939	0.0890457691	0.0878584426	0.0858912784	0.0831617371	0.0796940463	0.0740541521442423	0.0071884614249881	5.1673977658543245e-05	0.0054840174498025	-0.1217494128359248	0.0261598323328939	0.0006843368276851	0.0148229195258924	-0.3680518722340125	0.0420395790877776	0.0017673262098775	0.1354621806549618	-0.0053800289262472	-0.0003097779584926	9.596238356784313e-08	2.89447112472566e-05	-0.0065380655428792	-5.306086809749987e-05	4.274630104298429e-05	2.8154557232602804e-09	0.00277196036786	4.784830523699981e-05	7.683764280986545e-06	2.2894603140531035e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624.4981789349871	-0.1532267841704424	389997.9754931152	0.0234784473872153	772.4577812095741	5.676596703467453	596691.0237512183	32.22375013381755	600.2956947085731	0.8787348375822148	360354.9210856485	0.7721749147806415	635.0008913767424	527.4482538096638	0.692542	16.169947	0.136234764738511	0.0676262946210133	-0.0613023876	0.0010353826	0.0216041838	-0.0300668701	0.0166844075	0.0109028172	0.0011329384	-0.020517091	2.44206e-05	-0.0237572111	-0.0122953824	0.0724518753	-0.0342822127	0.0521523863	-0.0375442575	0.0175960405	0.0765183572	-0.0320068459	-0.031594328	-0.0262657151	0.0343014013	-0.0290798177	0.0600588066	0.0209515174	0.0609765181	0.0049212759	0.0056708682	0.0679637554	-0.0575581227	-0.0269419872	-0.0011860711	0.0287323107	-0.0105830824	0.023781381	-0.0763355417	0.0122568211	-0.0061491731	0.0829967992	-0.0661674557	0.018897556	-0.0815438253	0.0274103745	-0.0920777731	-0.0338403071	0.0081355501	0.0158480323	-0.0104225289	-0.0126718686	-0.0665293059	0.0285762291	-0.0119024089	-0.0266380887	-0.0289756141	0.0170350532	0.0220443523	-0.0179570842	-0.0006325433	-0.008828397	0.0889329663	0.0874095183	0.0848897399	0.0814023527	0.0769871073	0.0979877444277974	0.0239335922835551	0.0005728168395954	0.0096015980580473	-0.0931036667436302	0.0286457460922946	0.0008205787691842	0.0086682927611089	-0.4174104615854688	-0.0493585893514563	0.0024362703427656	0.1742314934409941	-0.0049132074132768	0.0004668215129703	2.179223249719731e-07	2.4139607085878107e-05	-0.0063429590898329	0.0001951064530462	4.023313001529381e-05	3.8066528020307953e-08	0.0027959691420674	2.4008774207400288e-05	7.817443443393113e-06	5.764212389419293e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625.1414488005336	0.6432698655464719	390801.8310084301	0.413796119920176	770.7614260586826	-1.696355150891577	594073.175900014	2.8776207979563853	599.4883799342106	-0.8073147743625668	359386.3176761444	0.6517571449040822	634.1054849309029	528.2925485951278	0.695362	16.235788	0.1039912032967546	0.0449054863081124	-0.0531478397	0.0011719659	0.0068659756	-0.026769919	0.0018698257	-0.0005078293	0.0033528529	0.0741828458	-0.0650788844	-0.0475267869	-0.0239735782	0.089262983	-0.0080958215	0.0796485793	-0.0430980331	-0.0032354507	0.0351316718	-0.0338245908	0.0379577342	-0.0533605666	0.0533213151	-0.017023834	0.0577643807	0.0193724439	0.0937842013	-0.0421143446	-0.0055866542	0.0536936684	-0.0130731846	0.0263278705	-0.0221677655	0.0504176819	-0.0084529366	0.0573689457	-0.0755723606	0.0229556186	0.0139299692	0.0744108634	-0.0772608566	0.041391621	-0.0794246476	0.0585207283	-0.0233136229	-0.0008213032	-0.0387589819	0.0331483237	-0.0246949528	0.0166422417	-0.0548242371	0.0289295655	-0.0025331576	-0.0185703705	0.016907661	0.0081696417	-0.0097228104	-0.0118154266	-0.0235266119	-0.0511579798	0.0888061199	0.0869053842	0.0837675684	0.0794373389	0.0739763355	0.0650106267719508	-0.0329771176558466	0.0010874902888875	0.0042263815932818	-0.1057319767173652	-0.012628309973735	0.0001594742127927	0.0111792509005614	-0.4004196297759108	0.016990831809558	0.0002886883655806	0.1603358799098774	-0.0046187863117392	0.0002944211015375	8.668378503061374e-08	2.1333186993509405e-05	-0.0065128909933807	-0.0001699319035477	4.241774909165944e-05	2.887685184337875e-08	0.0031595150141343	0.0003635458720668	9.982535124540066e-06	1.3216560109688273e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
